Card Material,Card Type,Category,Cost,Description,Element,Job,Median,Name,Number,Power,Rarity,TCG,URL,set
Normal,Forward,Mobius,4,"You can only play with Fire CP, Wind CP, Earth CP or Water CP and you must use CP of 2 or more different Elements to play Wol onto the field.
When Wol is put from the field into the Break Zone, choose 1 Forward opponent controls. Deal it 9000 damage.",Light,Warrior of Light,N/A,Wol (Full Art),9-121L,9000,Legend,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/wol-full-art,Opus IX
Foil,Forward,Mobius,4,"You can only play with Fire CP, Wind CP, Earth CP or Water CP and you must use CP of 2 or more different Elements to play Wol onto the field.
When Wol is put from the field into the Break Zone, choose 1 Forward opponent controls. Deal it 9000 damage.",Light,Warrior of Light,21.27,Wol (Full Art),9-121L,9000,Legend,16.56,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/wol-full-art,Opus IX
Normal,Forward,IV,4,"When Yang enters the field, choose 1 Forward. Until the end of the turn, it gains +2000 power and Brave. If it is a Job Monk or a Card Name Monk, until the end of the turn, it also gains ""When this Forward attacks, choose 1 Forward opponent controls. Deal it damage equal to this Forward's power.""",Earth,Monk,0.25,Yang,9-075R,8000,Rare,0.09,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/yang,Opus IX
Foil,Forward,IV,4,"When Yang enters the field, choose 1 Forward. Until the end of the turn, it gains +2000 power and Brave. If it is a Job Monk or a Card Name Monk, until the end of the turn, it also gains ""When this Forward attacks, choose 1 Forward opponent controls. Deal it damage equal to this Forward's power.""",Earth,Monk,0.38,Yang,9-075R,8000,Rare,0.25,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/yang,Opus IX
Normal,Forward,IV,4,"When Yang enters the field, choose 1 Forward. Until the end of the turn, it gains +2000 power and Brave. If it is a Job Monk or a Card Name Monk, until the end of the turn, it also gains ""When this Forward attacks, choose 1 Forward opponent controls. Deal it damage equal to this Forward's power.""",Earth,Monk,N/A,Yang (Full Art),9-075R,8000,Rare,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/yang-full-art,Opus IX
Foil,Forward,IV,4,"When Yang enters the field, choose 1 Forward. Until the end of the turn, it gains +2000 power and Brave. If it is a Job Monk or a Card Name Monk, until the end of the turn, it also gains ""When this Forward attacks, choose 1 Forward opponent controls. Deal it damage equal to this Forward's power.""",Earth,Monk,11.00,Yang (Full Art),9-075R,8000,Rare,9.01,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/yang-full-art,Opus IX
Normal,Forward,XII Mobius,9,"EX BURST When Yiazmat enters the field or at the beginning of your Main Phase 1, select 1 of the 3 following actions.
""Choose 1 Forward of cost 5 or more. Break it.""
""Choose 1 Monster. Break it.""
""Activate all the Characters you control.""",Wind,Dragon,9.87,Yiazmat EX,9-057L,10000,Legend,8.90,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/yiazmat-ex,Opus IX
Foil,Forward,XII Mobius,9,"EX BURST When Yiazmat enters the field or at the beginning of your Main Phase 1, select 1 of the 3 following actions.
""Choose 1 Forward of cost 5 or more. Break it.""
""Choose 1 Monster. Break it.""
""Activate all the Characters you control.""",Wind,Dragon,15.00,Yiazmat EX,9-057L,10000,Legend,14.93,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/yiazmat-ex,Opus IX
Normal,Forward,FFCC,3,"When Yuke is blocked, your opponent discards 1 card from his/her hand.",Ice,Standard Unit,0.13,Yuke,9-035R,7000,Rare,0.12,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/yuke,Opus IX
Foil,Forward,FFCC,3,"When Yuke is blocked, your opponent discards 1 card from his/her hand.",Ice,Standard Unit,0.25,Yuke,9-035R,7000,Rare,0.50,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/yuke,Opus IX
Normal,Forward,FFCC,3,"When Yuke is blocked, your opponent discards 1 card from his/her hand.",Ice,Standard Unit,N/A,Yuke (Full Art),9-035R,7000,Rare,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/yuke-full-art,Opus IX
Foil,Forward,FFCC,3,"When Yuke is blocked, your opponent discards 1 card from his/her hand.",Ice,Standard Unit,7.25,Yuke (Full Art),9-035R,7000,Rare,7.69,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/yuke-full-art,Opus IX
Normal,Summon,Mobius,10,"Choose 1 dull Forward of cost 2, 3, 5 or 7. Break it.",Ice,,0.87,Zalera,9-025H,,Hero,0.94,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/zalera,Opus IX
Foil,Summon,Mobius,10,"Choose 1 dull Forward of cost 2, 3, 5 or 7. Break it.",Ice,,3.07,Zalera,9-025H,,Hero,3.35,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ix/zalera,Opus IX
Normal,Forward,VII,3,"The Forwards you control don't receive damage that is less than their power. 
If Aerith is dealt damage by a Summon or an ability, reduce the damage by 2000 instead.
When Aerith is put from the field into the Break Zone, activate all the Backups you control.",Wind,Ancient,14.62,Aerith,8-049L,7000,Legend,14.51,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/aerith,Opus VIII
Foil,Forward,VII,3,"The Forwards you control don't receive damage that is less than their power. 
If Aerith is dealt damage by a Summon or an ability, reduce the damage by 2000 instead.
When Aerith is put from the field into the Break Zone, activate all the Backups you control.",Wind,Ancient,39.99,Aerith,8-049L,7000,Legend,22.08,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/aerith,Opus VIII
Normal,Forward,FFL,3,"EX BURST When Alba enters the field, choose as many Forwards opponent controls as the Job Warrior of Darkness you control. Dull them.
If your opponent controls 2 or more dull Forwards: Alba gains Haste and ""Alba cannot be chosen by your opponent's Summons or abilities"".",Lightning,Warrior of Darkness,0.50,Alba EX,8-091H,6000,Hero,0.53,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/alba-ex,Opus VIII
Foil,Forward,FFL,3,"EX BURST When Alba enters the field, choose as many Forwards opponent controls as the Job Warrior of Darkness you control. Dull them.
If your opponent controls 2 or more dull Forwards: Alba gains Haste and ""Alba cannot be chosen by your opponent's Summons or abilities"".",Lightning,Warrior of Darkness,1.25,Alba EX,8-091H,6000,Hero,1.03,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/alba-ex,Opus VIII
Normal,Summon,IX,1,"Select 1 of the 2 following actions.
""Choose 1 Forward of cost 3 or less opponent controls. Return it to its owner's hand.""
""Choose 1 Monster of cost 3 or less opponent controls. Return it to its owner's hand.""",Water,,0.25,Alexander (IX),8-111R,,Rare,0.10,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/alexander-ix,Opus VIII
Foil,Summon,IX,1,"Select 1 of the 2 following actions.
""Choose 1 Forward of cost 3 or less opponent controls. Return it to its owner's hand.""
""Choose 1 Monster of cost 3 or less opponent controls. Return it to its owner's hand.""",Water,,1.50,Alexander (IX),8-111R,,Rare,0.00,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/alexander-ix,Opus VIII
Normal,Summon,VII Mobius,4,Choose 1 Character of cost 4 or more. Break it.,Wind,,0.25,Alexander (Mobius VII),8-046R,,Rare,0.17,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/alexander-mobius-vii,Opus VIII
Foil,Summon,VII Mobius,4,Choose 1 Character of cost 4 or more. Break it.,Wind,,2.39,Alexander (Mobius VII),8-046R,,Rare,2.41,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/alexander-mobius-vii,Opus VIII
Normal,Backup,XIV,2,"The Card Name Alphinaud you control gains +1000 power.
[Dull]: Choose 1 Card Name Alphinaud you control. It gains Haste until the end of the turn.",Lightning,Scion of the Seventh Dawn,0.15,Alisaie,8-090C,,Common,0.09,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/alisaie,Opus VIII
Foil,Backup,XIV,2,"The Card Name Alphinaud you control gains +1000 power.
[Dull]: Choose 1 Card Name Alphinaud you control. It gains Haste until the end of the turn.",Lightning,Scion of the Seventh Dawn,2.73,Alisaie,8-090C,,Common,2.00,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/alisaie,Opus VIII
Normal,Forward,XIV,2,"When Alphinaud attacks, dull all the Forwards with a power equal to or inferior to Alphinaud's opponent controls.",Lightning,Scion of the Seventh Dawn,0.15,Alphinaud,8-092C,5000,Common,0.11,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/alphinaud,Opus VIII
Foil,Forward,XIV,2,"When Alphinaud attacks, dull all the Forwards with a power equal to or inferior to Alphinaud's opponent controls.",Lightning,Scion of the Seventh Dawn,0.95,Alphinaud,8-092C,5000,Common,0.00,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/alphinaud,Opus VIII
Normal,Forward,IX,7,"EX BURST When Amarant enters the field, select 1 of the 2 following actions.
""Choose 1 Forward opponent controls. Deal it 7000 damage.""
""Choose 1 Monster of cost 3 or less opponent controls. Break it.""
",Fire,Fighter,0.25,Amarant EX,8-010H,7000,Hero,0.18,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/amarant-ex,Opus VIII
Foil,Forward,IX,7,"EX BURST When Amarant enters the field, select 1 of the 2 following actions.
""Choose 1 Forward opponent controls. Deal it 7000 damage.""
""Choose 1 Monster of cost 3 or less opponent controls. Break it.""
",Fire,Fighter,0.53,Amarant EX,8-010H,7000,Hero,0.38,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/amarant-ex,Opus VIII
Normal,Backup,XI,6,"The cost required to play Apururu onto the field is reduced by 1 for each Backup you control.
When Apururu enters the field, choose 1 Character in your Break Zone. Add it to your hand.",Earth,Mage,0.25,Apururu,8-069R,,Rare,0.09,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/apururu,Opus VIII
Foil,Backup,XI,6,"The cost required to play Apururu onto the field is reduced by 1 for each Backup you control.
When Apururu enters the field, choose 1 Character in your Break Zone. Add it to your hand.",Earth,Mage,0.55,Apururu,8-069R,,Rare,0.77,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/apururu,Opus VIII
Normal,Forward,FFTA,3,"[G][G][Dull], put Archer into the Break Zone: Choose 1 Forward. Deal it 10000 damage.",Wind,Standard Unit,0.18,Archer,8-065C,7000,Common,0.11,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/archer,Opus VIII
Foil,Forward,FFTA,3,"[G][G][Dull], put Archer into the Break Zone: Choose 1 Forward. Deal it 10000 damage.",Wind,Standard Unit,0.50,Archer,8-065C,7000,Common,0.50,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/archer,Opus VIII
Normal,Forward,XV,7,"Brave
Ardyn cannot be broken.
At the beginning of your opponent's Attack Phase, your opponent selects 1 Character he/she controls. He/she may put it into the Break Zone. If he/she does so, Ardyn cannot block this turn.",Earth,Chief Minister,6.80,Ardyn,8-068L,9000,Legend,6.73,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ardyn,Opus VIII
Foil,Forward,XV,7,"Brave
Ardyn cannot be broken.
At the beginning of your opponent's Attack Phase, your opponent selects 1 Character he/she controls. He/she may put it into the Break Zone. If he/she does so, Ardyn cannot block this turn.",Earth,Chief Minister,19.26,Ardyn,8-068L,9000,Legend,14.57,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ardyn,Opus VIII
Normal,Summon,IX,10,"You can only cast Ark during your turn.
All the Forwards lose 8000 power until the end of the turn. Draw 1 card for each Forward whose power became 0 or less due to the previous effect.",Dark,,0.25,Ark,8-135H,,Hero,0.09,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ark,Opus VIII
Foil,Summon,IX,10,"You can only cast Ark during your turn.
All the Forwards lose 8000 power until the end of the turn. Draw 1 card for each Forward whose power became 0 or less due to the previous effect.",Dark,,1.86,Ark,8-135H,,Hero,0.75,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ark,Opus VIII
Normal,Forward,XI,4,"EX BURST When Ark Angel EV enters the field, choose 1 active Forward opponent controls. Dull it and deal it 2000 damage.
[(5)]: During this turn, the next damage dealt to Ark Angel EV by a Forward becomes 0 instead.",Lightning,Ark Angel,0.23,Ark Angel EV EX,8-089R,8000,Rare,0.07,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ark-angel-ev-ex,Opus VIII
Foil,Forward,XI,4,"EX BURST When Ark Angel EV enters the field, choose 1 active Forward opponent controls. Dull it and deal it 2000 damage.
[(5)]: During this turn, the next damage dealt to Ark Angel EV by a Forward becomes 0 instead.",Lightning,Ark Angel,0.51,Ark Angel EV EX,8-089R,8000,Rare,0.38,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ark-angel-ev-ex,Opus VIII
Normal,Forward,XI,6,"EX BURST When Ark Angel GK enters the field, Freeze all the Forwards opponent controls.",Ice,Ark Angel,0.25,Ark Angel GK EX,8-023R,9000,Rare,0.05,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ark-angel-gk-ex,Opus VIII
Foil,Forward,XI,6,"EX BURST When Ark Angel GK enters the field, Freeze all the Forwards opponent controls.",Ice,Ark Angel,0.50,Ark Angel GK EX,8-023R,9000,Rare,0.38,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ark-angel-gk-ex,Opus VIII
Normal,Forward,XI,3,"If Ark Angel HM deals damage to your opponent, double the damage instead.
When Ark Angel HM attacks, Ark Angel HM gains +3000 power until the end of the turn.",Fire,Ark Angel,0.25,Ark Angel HM,8-001R,6000,Rare,0.15,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ark-angel-hm,Opus VIII
Foil,Forward,XI,3,"If Ark Angel HM deals damage to your opponent, double the damage instead.
When Ark Angel HM attacks, Ark Angel HM gains +3000 power until the end of the turn.",Fire,Ark Angel,2.04,Ark Angel HM,8-001R,6000,Rare,2.95,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ark-angel-hm,Opus VIII
Normal,Forward,XI,2,"Ark Angel MR cannot be blocked by a Forward of power 7000 or more.
[G][G]: Ark Angel MR cannot be chosen by your opponent's Summons or abilities this turn.",Wind,Ark Angel,0.20,Ark Angel MR,8-045R,3000,Rare,0.06,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ark-angel-mr,Opus VIII
Foil,Forward,XI,2,"Ark Angel MR cannot be blocked by a Forward of power 7000 or more.
[G][G]: Ark Angel MR cannot be chosen by your opponent's Summons or abilities this turn.",Wind,Ark Angel,0.50,Ark Angel MR,8-045R,3000,Rare,0.25,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ark-angel-mr,Opus VIII
Normal,Forward,XI,2,"When Ark Angel TT enters the field, choose 1 dull Forward opponent controls. At the end of your opponent's next turn, break it.",Earth,Ark Angel,0.15,Ark Angel TT,8-067R,3000,Rare,0.07,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ark-angel-tt,Opus VIII
Foil,Forward,XI,2,"When Ark Angel TT enters the field, choose 1 dull Forward opponent controls. At the end of your opponent's next turn, break it.",Earth,Ark Angel,0.67,Ark Angel TT,8-067R,3000,Rare,0.63,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/ark-angel-tt,Opus VIII
Normal,Forward,XIV,3,"[U]: Reveal the top card of your deck. If it is a Water card, Astrologian gains +3000 power until the end of the turn. You can only use this ability once per turn.
",Water,Standard Unit,0.15,Astrologian,8-120C,6000,Common,0.07,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/astrologian,Opus VIII
Foil,Forward,XIV,3,"[U]: Reveal the top card of your deck. If it is a Water card, Astrologian gains +3000 power until the end of the turn. You can only use this ability once per turn.
",Water,Standard Unit,0.72,Astrologian,8-120C,6000,Common,0.25,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/astrologian,Opus VIII
Normal,Summon,Special,4,"You can only pay with CP produced by Backups to cast Bahamut.
Choose 1 Forward. Deal it 10000 damage. If it is put from the field into the Break Zone this turn, remove it from the game instead.",Fire,,1.19,Bahamut,8-015H,,Hero,0.78,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/bahamut,Opus VIII
Foil,Summon,Special,4,"You can only pay with CP produced by Backups to cast Bahamut.
Choose 1 Forward. Deal it 10000 damage. If it is put from the field into the Break Zone this turn, remove it from the game instead.",Fire,,2.49,Bahamut,8-015H,,Hero,2.76,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/bahamut,Opus VIII
Normal,Backup,XIV,2,"[Dull], put Bard into the Break Zone: Choose 1 Forward. Freeze it.",Ice,Standard Unit,0.18,Bard,8-029C,,Common,0.07,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/bard,Opus VIII
Foil,Backup,XIV,2,"[Dull], put Bard into the Break Zone: Choose 1 Forward. Freeze it.",Ice,Standard Unit,0.44,Bard,8-029C,,Common,0.30,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/bard,Opus VIII
Normal,Forward,VII,5,"EX BURST When Barret attacks, reveal the top 4 cards of your deck. Add 1 Category VII Character among them to your hand and return the other cards to the bottom of your deck in any order.",Earth,AVALANCHE Operative,3.92,Barret EX,8-145S,9000,Starter,3.44,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/barret-ex,Opus VIII
Foil,Forward,VII,5,"EX BURST When Barret attacks, reveal the top 4 cards of your deck. Add 1 Category VII Character among them to your hand and return the other cards to the bottom of your deck in any order.",Earth,AVALANCHE Operative,N/A,Barret EX,8-145S,9000,Starter,15.30,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/barret-ex,Opus VIII
Normal,Monster,IX,5,"When Basilisk enters the field, choose 1 Forward. Deal it 4000 damage.
Put Basilisk into the Break Zone: Choose 1 damaged Forward. Break it.",Wind,Basilisk,0.15,Basilisk,8-059C,,Common,0.11,https://shop.tcgplayer.com/final-fantasy-tcg/opus-viii/basilisk,Opus VIII
